Location|Age|SiO2|TiO2|Al2O3|FeOT|MnO|MgO|CaO|Na2O|K2O
Abitibi|2717|45.7|0.35|7.31|11.2412587412587|0.2|27.1|5.91|0.29|0.08
Abitibi|2717|45.4|0.35|7|10.7916083916084|0.17|27.9|6.5|0.29|0.1
Abitibi|2717|46.03|0.43|7.2|10.315|0.17|28.18|6.08|0.3|0.1
Abitibi|2717|44.7|0.37|6.7|10.6117482517483|0.16|28.2|7.4|0.07|0.04
Abitibi|2717|45.3|0.34|6.8|10.7016783216783|0.16|28.4|6.2|0.42|0.11
Abitibi|2717|45.67|0.35|7.01|10.8|0.2|28.93|6.92|0.04|0.04
Abitibi|2717|45.5|0.34|6.5|10.1620979020979|0.16|29.2|6.2|0.28|0.08
Abitibi|2717|44.72|0.34|6.74|10.5847692307692|0.2|29.34|6.75|0.02|0.04
Abitibi|2717|45|0.34|6.7|10.0721678321678|0.17|29.4|6.3|0.3|0.09
Abitibi|2717|45.82|0.36|6.39|9.883|0.18|29.59|6.2|0.35|0.13
Abitibi|2717|45|0.32|6.3|10.341958041958|0.16|29.6|6.1|0.44|0.1
Abitibi|2717|45|0.32|6.3|10.341958041958|0.16|29.6|6.1|0.44|0.1
Abitibi|2717|44.94|0.33|6.02|8.73220979020979|0.18|29.68|8.74|0.28|0.07
Abitibi|2717|45.2|0.35|6.5|9.89230769230769|0.17|29.8|6.3|0.23|0.01
Abitibi|2717|43.4|0.32|6|10.6117482517483|0.18|29.8|7.9|0.04|0.01
Abitibi|2717|44.87|0.31|6.02|12.93|0.19|30.08|5.53|0.03|0.03
Abitibi|2717|44.05|0.29|5.9|9.36172027972028|0.2|30.32|8.72|0.04|0.03
Abitibi|2717|45.1|0.33|6.6|10.7916083916084|0.18|30.4|4.8|0.03|0.03
Abitibi|2717|44.34|0.3|6.34|10.6477202797203|0.19|30.43|5.94|0.28|0.1
Abitibi|2717|45.1|0.35|6.42|10.2160559440559|0.19|30.61|5.74|0.04|0.11
Abitibi|2717|45.2|0.31|6.1|9.89230769230769|0.17|30.7|5.7|0.26|0.02
Abitibi|2717|44.4|0.3|5.94|11.618965034965|0.21|30.94|4.94|0.23|0.07
Abitibi|2717|44.89|0.32|6.35|10.1351188811189|0.17|30.96|5.77|0.06|0.1
Abitibi|2717|44.83|0.33|6.12|11.0164335664336|0.19|31.09|5.47|0.1|0.03
Abitibi|2717|44.62|0.3|5.67|10.1620979020979|0.22|31.24|6.45|0.12|0.04
Abitibi|2717|45.65|0.3|6.19|10.51|0.24|31.58|5.32|0.11|0.08
Abitibi|2717|44|0.26|5.23|11.627958041958|0.17|32.2|5|0.11|0.04
Abitibi|2717|44.6|0.3|5.6|9.71244755244755|0.14|32.7|5|0.23|0.06
Abitibi|2717|45.02|0.36|5.72|9.955|0.16|32.75|4.74|0.05|0.09
Abitibi|2717|43.81|0.26|5.07|11.1962937062937|0.21|33.1|4.77|0.23|0.05
Abitibi|2717|44.83|0.25|4.61|10.7016783216783|0.19|33.2|4.75|0.17|0.04
Abitibi|2717|44.6|0.29|5.3|9.53258741258741|0.13|33.7|4.6|0.2|0.06
Abitibi|2717|43.29|0.26|4.97|11.4660839160839|0.2|33.78|4.45|0.17|0.07
Abitibi|2717|44.5|0.26|5.21|9.89230769230769|0.16|33.9|4.28|0.15|0.07
Abitibi|2717|44.5|0.26|5.21|9.89230769230769|0.16|33.9|4.28|0.15|0.07
Abitibi|2717|45.26|0.28|5.86|10.44|0.24|33.94|3.81|0.11|0.06
Abitibi|2717|43.8|0.26|5|10.0721678321678|0.12|34.7|4.4|0.03|0.01
Abitibi|2717|45.31|0.29|5.53|10.02|0.26|35.16|3.29|0.05|0.08
Abitibi|2720|50|0.43|3.54|9.2627972027972|0.17|17.7|15.8|0.59|0.04
Abitibi|2720|49.5|0.55|8.65|11.52|0.2|17.8|8.83|1.08|0.07
Abitibi|2720|49.3|0.53|4.86|11.8707692307692|0.2|17.9|10.8|0.47|0.03
Abitibi|2720|49.1|0.76|7.4|10.252027972028|0.23|18|10.4|0.54|0.09
Abitibi|2720|48.2|1.06|5.75|13.0398601398601|0.21|18.7|6.13|2.72|0.98
Abitibi|2720|46.1|0.43|8.63|11.3311888111888|0.19|18.9|7.89|1.7|0.08
Abitibi|2720|48.4|1|5.55|12.1405594405594|0.2|19.3|6.91|2.47|1.14
Abitibi|2720|47.1|0.51|10.35|11.63|0.23|19.58|8.17|0.86|0.13
Abitibi|2720|44.2|0.36|10.2|10.55|0.2|19.9|8.52|1.21|0.15
Abitibi|2720|48.24|0.56|7.38|12.4912867132867|0.3|20.05|9.23|0.22|0.07
Abitibi|2720|50|0.26|5.12|7.80593006993007|0.15|21.1|4.8|2.68|4.1
Abitibi|2720|48.47|0.51|7.25|11.7718461538462|0.22|21.65|8.74|0.01|0.01
Abitibi|2720|47.97|0.29|9.31|10.36|0.19|23.5|7.76|0.01|0.02
Abitibi|2720|44.3|0.39|8.2|8.49839160839161|0.13|23.7|3.53|0.88|6.87
Abitibi|2720|45.2|0.419|8.43|12.7|0.21|24.3|7.73|0.37|0.01
Abitibi|2720|45.16|0.81|3.62|16.5381398601399|0.26|24.41|7.17|0.08|0.03
Abitibi|2720|49.5|0.274|5.14|10.5|0.14|25.2|8.8|0|0.05
Abitibi|2720|49.5|0.274|5.14|10.5|0.14|25.2|8.8|0|0.02
Abitibi|2720|45.3|0.374|7.52|12.1|0.2|25.9|7.65|0.27|0.01
Abitibi|2720|45.1|0.42|8.25|10.252|0.19|26.39|7.72|0|0.01
Abitibi|2720|44.6|0.396|8.27|12.9|0.2|26.4|6.43|0.13|0.01
Abitibi|2720|45.9|0.373|6.98|12.2|0.15|26.5|7.22|0.06|0.01
Abitibi|2720|44.44|0.43|8.93|10.819|0.19|26.6|7.04|0|0.01
Abitibi|2720|45.5|0.353|7.23|12|0.19|27.1|6.72|0.21|0.07
Abitibi|2720|45.55|0.42|8.59|10.342|0.19|27.19|6.21|0|0.01
Abitibi|2720|45.07|0.47|8.79|10.98|0.2|27.3|5.69|0|0.03
Abitibi|2720|49.55|0.29|6.9|9.172|0.17|27.44|5.28|0|0.02
Abitibi|2720|46.04|0.36|7.32|10.9|0.19|27.45|6.8|0.22|0.08
Abitibi|2720|47.35|0.38|7.32|9.271|0.19|27.61|6.26|0|0.03
Abitibi|2720|44.84|0.37|6.83|12.4013566433566|0.18|27.69|5.98|0.22|0.07
Abitibi|2720|46.29|0.32|6.67|11.1962937062937|0.19|27.73|6.14|0.19|0.04
Abitibi|2720|44|0.34|6.17|9.72|0.18|27.9|6.82|0.57|0.05
Abitibi|2720|48.75|0.42|7.78|10.207|0.14|28.48|2.92|0|0.02
Abitibi|2720|46.45|0.46|7.76|11.025|0.18|28.55|3.99|0|0.01
Abitibi|2720|47.4|0.34|6.09|9.19984615384615|0.17|29.76|5.83|0.17|0.02
Abitibi|2720|45.9|0.34|6.7|9.97324475524476|0.18|29.98|5.73|0.11|0.02
Abitibi|2720|45.7|0.294|6.15|11.2|0.16|30.5|5.46|0|0.03
Abitibi|2720|46.36|0.37|6.64|9.28078321678322|0.18|30.65|5.33|0.15|0.02
Abitibi|2720|45.4|0.39|5.3|10.8815384615385|0.18|31.3|5.25|0.2|0.2
Abitibi|2720|45.1|0.264|5.63|11.2|0.18|32.6|4.43|0|0.03
Abitibi|2720|44.91|0.26|5.58|10.7736223776224|0.19|32.83|4.18|0.1|0.02
Abitibi|2720|44.13|0.2|4.79|11.9786853146853|0.21|34.11|3.19|0.08|0.02
Abitibi|2720|43.21|0.2|5.25|12.3563916083916|0.2|34.57|2.75|0.1|0.02
Crixas Greenstone Belt|2730|49.2|0.38|2.88|9.03888111888112|0.19|33|3.22|0.04|0.02
Abitibi|2760|45.64|0.31|6.41|9.82935664335664|0.18|29.86|5.7|0.27|0.08
Abitibi|2760|45.47|0.32|6.44|10.0092167832168|0.16|30.16|5.99|0.24|0.06
Abitibi|2760|45.66|0.3|6.31|9.97324475524476|0.18|30.21|5.57|0.47|0.11
Abitibi|2760|43.77|0.25|5.17|11.9067412587413|0.22|31.37|5.4|0.11|0.02
Kuhmo|2780|45.6|0.45|8.56|12.78|0.23|19|8.2|0.4|0.03
Kuhmo|2780|49.29|0.53|8.45|10.14|0.21|19.82|9.34|0.63|0.03
Kuhmo|2780|45.37|0.69|10.59|12.41|0.21|20.21|8.11|0.36|0.03
Kuhmo|2780|49.8|0.5|7.05|9.57|0.2|21.56|9.5|0.11|0.01
Kuhmo|2780|49.4|0.49|7.97|9.38|0.2|23.3|8.84|0.2|0.01
Kuhmo|2780|45.94|0.44|8.86|11.05|0.15|23.93|5.97|0.24|0.01
Kuhmo|2780|47.02|0.34|6.87|9.9|0.18|24.53|7.12|0.19|0.01
Kuhmo|2780|45.16|0.51|9.38|11.9|0.16|24.61|6.63|0.26|0.01
Kuhmo|2780|49.7|0.37|7.56|8.92|0.19|24.8|7.78|0.34|0.01
Kuhmo|2780|47.57|0.34|7.56|9.37|0.15|26.15|7.55|0.19|0.01
Kuhmo|2780|46.46|0.39|8.21|9.83|0.15|27.17|6.51|0.13|0.01
Kuhmo|2780|46.14|0.41|8.51|9.93|0.13|27.71|5.99|0.01|0.01
Kuhmo|2780|45|0.31|6.94|10.67|0.22|27.99|7.61|0.01|0.01
Kuhmo|2780|44.91|0.28|6.06|9.69|0.29|29.43|8.2|0.01|0.01
Kuhmo|2780|44.79|0.28|6.25|10.18|0.23|30.27|6.8|0.01|0.01
Belomoria|2785|46.86|0.38|8.11|12.2484755244755|0.23|17.46|11.42|1.02|0.04
Belomoria|2785|47.38|0.47|10.26|10.6805454545455|0.24|22.62|7.18|0.73|0.09
Belomoria|2785|49.49|0.39|7.2|13.2081818181818|0.27|24.69|4.12|0.3|0.05
Belomoria|2785|48.28|0.3|6.36|10.8277202797203|0.26|29.22|4.09|0.11|0.02
Kostomuksha|2795|45.6|0.57|9.47|12.5902097902098|0.18|22.1|7.6|0.4|0.06
Kostomuksha|2795|47.56|0.48|7.6|8.14516083916084|0.08|24.05|4.79|0.3|2.63
Kostomuksha|2795|44.8|0.51|8.47|12.0506293706294|0.18|24.1|7.97|0.22|0.03
Kostomuksha|2795|45.2|0.468|8.3|12.1135804195804|0.18|24.43|7.84|0.01|0.03
Kostomuksha|2795|45.58|0.48|7.94|8.01759440559441|0.11|24.46|7.14|0.2|1.31
Kostomuksha|2795|45.63|0.476|7.75|12.3114265734266|0.18|24.81|7.37|0.01|0.03
Kostomuksha|2795|46.01|0.477|7.72|11.8258041958042|0.17|24.85|7.5|0.04|0.02
Kostomuksha|2795|45.67|0.467|7.79|11.6639300699301|0.18|24.88|7.8|0.14|0.03
Kostomuksha|2795|45|0.49|7.89|12.4103496503497|0.18|25.4|7.12|0.01|0.02
Kostomuksha|2795|44.7|0.5|8.12|12.2304895104895|0.17|25.5|7.14|0.16|0.03
Kostomuksha|2795|43.96|0.502|8.43|12.7251048951049|0.17|25.79|6.9|0.01|0.02
Kostomuksha|2795|44.02|0.482|8.4|12.2664615384615|0.17|26.01|7.16|0.01|0.02
Kostomuksha|2795|44.17|0.47|8.18|11.8797622377622|0.17|26.21|7.48|0.01|0.02
Kostomuksha|2795|45.65|0.448|7.18|11.565006993007|0.18|26.22|7.37|0.01|0.02
Kostomuksha|2795|44.7|0.46|7.91|11.8707692307692|0.17|26.4|6.98|0.09|0.02
Kostomuksha|2795|44.42|0.469|7.55|12.0236503496504|0.17|26.59|7.32|0.02|0.03
Kostomuksha|2795|45.51|0.437|7.39|11.511048951049|0.16|26.73|6.73|0.16|0.02
Kostomuksha|2795|45.37|0.447|7.41|12.3114265734266|0.16|26.79|6.04|0.01|0.01
Kostomuksha|2795|45.78|0.414|7.27|11.2502517482518|0.17|26.83|6.77|0.16|0.02
Kostomuksha|2795|45.1|0.41|7.01|12.6801398601399|0.16|27.2|5.93|0.02|0.04
Kostomuksha|2795|46.2|0.42|7.15|10.5218181818182|0.16|27.4|6.95|0.04|0.02
Kostomuksha|2795|44.9|0.44|7.03|11.7538601398601|0.17|27.66|6.48|0.14|0.02
Kostomuksha|2795|44.6|0.43|7.31|11.6909090909091|0.17|27.8|6.55|0.01|0.02
Kostomuksha|2795|45.3|0.41|7.12|11.0613986013986|0.18|27.9|6.77|0.01|0.02
Kostomuksha|2795|44.77|0.39|7.19|11.3671608391608|0.16|28.03|6.72|0.01|0.02
Kostomuksha|2795|44.95|0.404|6.85|11.7808391608392|0.17|28.14|6.26|0.02|0.03
Kostomuksha|2795|45.52|0.401|6.9|10.7826153846154|0.17|28.24|6.7|0.01|0.02
Kostomuksha|2795|45.5|0.4|6.97|10.9714685314685|0.17|28.3|6.31|0.01|0.02
Kostomuksha|2795|44.93|0.42|7.17|11.3132027972028|0.17|28.66|5.98|0.01|0.02
Kostomuksha|2795|44.95|0.467|7.79|10.314979020979|0.18|28.68|6.73|0.3|0.02
Kostomuksha|2795|45.7|0.34|6.18|10.7016783216783|0.17|30|5.67|0.01|0.02
Kostomuksha|2795|45.4|0.35|6.44|9.44265734265734|0.17|30.3|6.66|0.02|0.02
Kostomuksha|2795|45.9|0.34|5.93|10.1620979020979|0.16|31|5.28|0.01|0.02
Kostomuksha|2795|44.95|0.319|5.41|10.2070629370629|0.19|32.71|4.98|0.01|0.02
Kostomuksha|2795|43.92|0.335|5.37|10.8185874125874|0.19|33.07|4.91|0.11|0.01
Kostomuksha|2795|44.2|0.3|5.07|10.4318881118881|0.19|33.6|4.94|0.01|0.01
Kostomuksha|2795|44.01|0.301|5.15|10.6117482517483|0.18|34.75|3.73|0.01|0.02
Kostomuksha|2795|43.7|0.29|5.19|10.0721678321678|0.21|34.8|4.49|0.01|0.02
Tipasjrvi|2800|45.16|0.51|9.38|11.8887552447553|0.16|24.61|6.63|0.26|0.01
Tipasjrvi|2800|45.94|0.44|8.86|11.0434125874126|0.16|26.03|5.97|0.26|0.01
Tipasjrvi|2800|47.02|0.34|7.35|9.89230769230769|0.18|26.23|7.61|0.2|0.01
Tipasjrvi|2800|47.14|0.36|7.37|9.60453146853147|0.21|26.35|7.63|0.21|0.01
Tipasjrvi|2800|47.57|0.34|7.56|9.36172027972028|0.15|26.51|7.55|0.19|0.01
Tipasjrvi|2800|44.41|0.3|6.18|10.341958041958|0.17|27|6.81|0.49|0.06
Tipasjrvi|2800|46.46|0.39|8.21|9.82935664335664|0.15|27.17|6.51|0.13|0.01
Tipasjrvi|2800|46.14|0.41|8.51|9.92827972027972|0.13|27.71|5.99|0.01|0.01
Tipasjrvi|2800|43.81|0.3|6.41|10.4049090909091|0.17|27.98|6.17|0.51|0.11
Tipasjrvi|2800|45|0.31|6.94|10.6657062937063|0.22|27.99|7.61|0.01|0.01
Tipasjrvi|2800|44.91|0.28|6.06|9.68546853146853|0.29|29.43|8.2|0.01|0.01
Tipasjrvi|2800|44.79|0.28|6.25|10.1710909090909|0.23|30.27|6.8|0.01|0.01
Kostomuksha grst Russia|2820|45.6|0.57|9.47|12.6012601260126|0.18|22.1|7.6|0.04|0.06
Kostomuksha grst Russia|2820|44.8|0.51|8.47|12.0612061206121|0.18|24.1|7.97|0.22|0.03
Kostomuksha grst Russia|2820|45|0.49|7.89|12.4212421242124|0.18|25.4|7.12|0.01|0.02
Kostomuksha grst Russia|2820|44.7|0.5|8.12|12.2412241224122|0.17|25.5|7.14|0.016|0.03
Kostomuksha grst Russia|2820|44.7|0.46|7.91|11.8811881188119|0.17|26.4|6.98|0.09|0.02
Kostomuksha grst Russia|2820|45.1|0.41|7.01|12.6912691269127|0.16|27.2|5.93|0.02|0.04
Kostomuksha grst Russia|2820|46.2|0.42|7.15|10.5310531053105|0.16|27.4|6.95|0.04|0.02
Kostomuksha grst Russia|2820|44.6|0.43|7.31|11.7011701170117|0.17|27.8|6.55|0.01|0.02
Kostomuksha grst Russia|2820|45.3|0.41|7.12|11.0711071107111|0.18|27.9|6.77|0.01|0.02
Kostomuksha grst Russia|2820|45.5|0.4|6.97|10.981098109811|0.17|28.3|6.31|0.01|0.02
Kostomuksha grst Russia|2820|45.7|0.34|6.18|10.7110711071107|0.17|30|5.67|0.01|0.02
Kostomuksha grst Russia|2820|45.4|0.35|6.44|9.45094509450945|0.17|30.3|6.66|0.02|0.02
Kostomuksha grst Russia|2820|45.9|0.34|5.93|10.1710171017102|0.16|31|5.28|0.01|0.02
Vodla|2850|46|0.324|7.58|11.4211188811189|0.18|24.4|7.86|0.79|0.1
Vodla|2850|45.5|0.314|7.23|11.4211188811189|0.18|25.3|7.91|0.55|0.13
Vodla|2850|45.2|0.37|8.12|12.1|0.17|26|7.2|0.7|0.12
Vodla|2850|46.8|0.294|6.94|10.7016783216783|0.17|26.3|6.76|0.64|0.12
Vodla|2850|45.2|0.285|6.79|11.600979020979|0.16|26.9|6.77|0.79|0.1
Vodla|2850|45.2|0.285|6.79|11.600979020979|0.16|26.9|6.77|0.79|0.1
Vodla|2850|45.6|0.286|6.39|11.1513286713287|0.16|27.6|6.88|0.43|0.13
Vodla|2850|44.7|0.283|6.45|10.7016783216783|0.18|27.8|7.87|0.56|0.14
Vodla|2850|44.7|0.283|6.45|10.7016783216783|0.18|27.8|7.87|0.56|0.14
Vodla|2850|44.7|0.283|6.45|10.7016783216783|0.18|27.8|7.87|0.56|0.14
Vodla|2850|45.6|0.267|6.12|11.4211188811189|0.16|28.5|6.18|0.29|0.14
Vodla|2850|46.2|0.256|6.24|10.0721678321678|0.17|28.9|6.27|0.65|0.09
Vodla|2850|46.2|0.247|5.6|10.7016783216783|0.17|29.6|5.83|0.37|0.06
Vodla|2850|45.4|0.257|5.52|11.7808391608392|0.18|29.9|5.38|0.12|0.09
Vodla|2850|46.47|0.239|6|10.8815384615385|0.16|30.1|4.55|0.28|0.11
Vodla|2850|45|0.248|5.66|11.4211188811189|0.17|31|4.91|0.27|0.09
Vodla|2850|45|0.228|5.51|10.5218181818182|0.17|31.7|5.29|0.22|0.09
Vodla|2850|45|0.228|5.51|10.5218181818182|0.17|31.7|5.29|0.22|0.09
Vodla|2850|44.5|0.215|5.49|11.0613986013986|0.17|32.5|4.3|0.23|0.07
Vodla|2850|44.7|0.197|5.13|10.8815384615385|0.18|33.9|3.42|0.25|0.03
Sumozero|2875|45.9|0.375|7.3|11.4211188811189|0.21|27.5|5.8|0.011|0.022
Sumozero|2875|45.3|0.36|6.92|11.1513286713287|0.2|28.9|5.85|0.011|0.033
Sumozero|2875|44.8|0.336|6.52|10.7916083916084|0.2|30.1|5.87|0.011|0.033
Sumozero|2875|44.6|0.312|6.12|10.5218181818182|0.2|31.5|5.62|0.012|0.012
Wava Greenstone Belt|2900|48.59|0.7|9.43|12.17|0.19|17.93|8.7|0.82|0.05
Wava Greenstone Belt|2900|50.2|0.37|7.39|11.2592447552447|0.23|18.53|9.5|1.17|0.06
Wava Greenstone Belt|2900|50.2|0.37|7.39|11.27|0.23|18.53|9.5|1.17|0.06
Wava Greenstone Belt|2900|49.84|0.53|8.25|11.17|0.19|19.15|9.27|0.31|0.03
Wava Greenstone Belt|2900|48.89|0.6|8.96|12.54|0.16|19.39|7.78|0.22|0.03
Wava Greenstone Belt|2900|48.14|0.7|7.86|12.49|0.18|19.44|9.47|0.22|0.06
Wava Greenstone Belt|2900|48.83|0.39|8.3|11.1873006993007|0.21|19.8|8.92|1.01|0.07
Wava Greenstone Belt|2900|48.94|0.41|7.88|10.99|0.19|20.56|9.53|0.24|0.03
Wava Greenstone Belt|2900|47.78|0.49|8.92|11.618965034965|0.19|22.05|7.42|0.2|0
Wava Greenstone Belt|2900|48.81|0.38|7.66|11.03|0.18|22.21|8.36|0.12|0.01
Wava Greenstone Belt|2900|46.81|1.45|6.76|16.9518181818182|0.24|22.62|2.61|0.39|0.18
Wava Greenstone Belt|2900|46.81|1.45|6.76|16.96|0.24|22.62|2.61|0.39|0.18
Wava Greenstone Belt|2900|49.38|0.55|6.72|10.02|0.17|23.01|8.73|0.25|0.02
Wava Greenstone Belt|2900|48.47|1.38|5.53|16.744979020979|0.16|23.5|1.78|0.19|0.26
Wava Greenstone Belt|2900|48.47|1.38|5.53|16.75|0.16|23.5|1.78|0.19|0.26
Wava Greenstone Belt|2900|50.13|0.31|6.38|10.0991468531469|0.18|23.95|7.33|0.19|0.26
Palaselga gst, Finland|2940|46.46|0.38|9.45|11.1596783216783|0.26|17.89|8.9|0.79|0.05
Palaselga gst, Finland|2940|46.1|0.41|9.19|11.8547132867133|0.2|18.09|8.96|0.5|0.05
Palaselga gst, Finland|2940|49.86|0.36|6.6|10.7716503496504|0.3|19.33|9.8|0.55|0.04
Palaselga gst, Finland|2940|50.8|0.31|5.32|10.769986013986|0.32|19.51|10.08|0.35|0.03
Palaselga gst, Finland|2940|51.06|0.26|4.99|8.37346853146853|0.25|21.11|9.95|0.11|0.01
Palaselga gst, Finland|2940|47.74|0.48|7.04|9.18478321678322|0.2|22.02|8.55|0.11|0.02
Identidade Greenstone belt|2944|49.45|0.18|8.47|9.83586013986014|0.14|24.83|6.77|0.04|0.01
Identidade Greenstone belt|2944|50.63|0.22|7.01|10.2868671328671|0.13|25.53|5.87|0.03|0.01
Identidade Greenstone belt|2944|48.32|0.29|7.78|13.0739440559441|0.19|26.23|3.67|0.01|0.01
Steep Rock|2980|44.4|1.5|4.6|16.286|0.3|17.8|11.6|0.26|0.74
Steep Rock|2980|43.8|1.7|5.1|16.876|0.3|19.2|9.6|0.33|0.5
Steep Rock|2980|45.3|1.6|3.7|16.144|0.4|19.6|8.3|0.34|0.03
Steep Rock|2980|45.7|1.6|4.8|16.595|0.3|19.9|7.8|0.25|0.51
Steep Rock|2980|44.6|1.7|5.2|15.215|0.3|21.8|6.2|0.23|0.04
Steep Rock|2980|44.5|1.8|5.8|16.904|0.3|22.6|5.4|0.13|0.07
Red Lake|2990|50.16|0.28|7.78|11.6999020979021|0.21|21.09|7.2|0.23|0.02
Red Lake|2990|51.85|0.21|5.55|10.225048951049|0.13|25.33|5.47|0.12|0.01
