Location|Age|SiO2|TiO2|Al2O3|FeOT|MnO|MgO|CaO|Na2O|K2O
Red Lake|2990|50.82|0.25|4.64|12.1135804195804|0.23|26.82|2.91|0.09|0.76
Red Lake|2990|50.82|0.25|4.64|12.12|0.23|26.82|2.91|0.09|0.76
Red Lake|2990|45.71|0.32|7.91|13.0578461538461|0.15|28.13|3.16|0.12|0.01
Nunatak 1390|3000|46.43|0.63|4.48|14.9104055944056|0.22|17.07|9.89|0.43|1.77
Goias|3000|48.71|1.09|9.02|12.2934405594406|0.16|17.74|7.66|1.81|0.06
Goias|3000|47.4|0.92|1.62|14.6|0.15|18.7|16.5|0.34|0.01
Goias|3000|50.36|0.444|3.18|11.7628531468532|0.19|19.19|10.02|0.27|0.101
Goias|3000|50.1|0.293|7.22|8.69623776223776|0.16|19.79|6.92|0.4|2.17
Goias|3000|49.67|0.41|8.68|11.62|0.29|20.3|7.31|0.33|0.05
Goias|3000|49.6|0.6|1.28|15.1|0.15|21.4|11.3|0.21|0.01
Goias|3000|48.95|0.68|2.9|15.88|0.15|21.79|9.56|0.41|0.05
Goias|3000|47.6|0.37|5.63|12.49|0.21|22.12|9.43|0.7|0.04
Goias|3000|46.95|0.76|7.27|13.2107272727273|0.22|22.5|7.49|0|0.08
Goias|3000|52.24|0.27|5.65|10.2|0.23|23.1|6.87|0.25|0.03
Goias|3000|49.73|0.5|2.62|15.56|0.15|23.87|7.27|0.38|0.01
Goias|3000|47.38|0.28|6.24|13.06|0.29|23.99|7.03|0.22|0.04
Goias|3000|47.09|0.67|5.3|12.1315664335664|0.21|25.08|8.1|0|0.06
Goias|3000|46.27|0.4|7.28|10.5398041958042|0.17|25.65|7.42|0.97|0.09
Goias|3000|47.92|0.64|2.97|14.9|0.15|26.59|6.46|0.4|0.07
Goias|3000|49.2|0.42|1.95|12.3|0.15|26.6|8.75|0.2|0.01
Goias|3000|47.54|0.29|5.25|11.32|0.15|27.85|6.11|0.2|0.01
Yilgarn|3000|47.57|0.54|5|11.1333426573427|0.12|28.2|6.16|0|0.01
Goias|3000|47.53|0.32|5.62|11.41|0.15|28.26|6.42|0.23|0.01
Goias|3000|47.64|0.39|6.82|8.27356643356643|0.13|28.57|6.74|0.48|0.02
Goias|3000|45.86|0.3|6.51|9.96|0.15|29.54|7.75|0.05|0.01
Goias|3000|51.39|0.31|2.65|11.46|0.15|30.21|3.55|0.1|0.04
Goias|3000|52.71|0.34|3.5|11.69|0.15|30.43|0.85|0.37|0.02
Goias|3000|48.5|0.5|2.39|12.59|0.15|31.96|3.61|0.36|0.01
Goias|3000|46.92|0.23|6.36|9.5|0.15|32.28|4.43|0.16|0.01
Goias|3000|45.95|0.25|4.98|11.97|0.15|32.41|4.33|0.05|0.01
Goias|3000|49.82|0.34|3.1|12.33|0.15|32.47|1.26|0.46|0.14
Goias|3000|44.83|0.29|6.95|11.87|0.15|32.86|3.03|0.11|0.02
Goias|3000|47.53|0.36|2.58|11.9|0.15|33.22|3.78|0.34|0.09
Goias|3000|44.07|0.46|3.92|13.1387832167832|0.15|33.22|3.54|0|0.03
Goias|3000|45.24|0.31|2.16|12.57|0.15|33.26|5.97|0.27|0.03
Goias|3000|46.15|0.28|5.4|10.3|0.15|33.75|3.75|0.25|0.01
Goias|3000|45.1|0.28|5.26|11.15|0.15|34.42|3.74|0.1|0.01
Goias|3000|44.85|0.26|5.26|11.91|0.15|34.43|2.97|0.14|0.01
Goias|3000|47.41|0.19|5.16|11.06|0.15|34.62|0.93|0.08|0.01
Goias|3000|45.95|0.3|4.73|10.99|0.15|34.71|3.14|0.07|0.01
Aldan Shield|3200|49.1|0.45|8.7|10.5|0.19|18|12.1|0.75|0.12
Aldan Shield|3200|48.5|0.93|9.13|10.9|0.26|18.2|11|0.77|0.22
Aldan Shield|3200|47.4|0.93|9.14|12.7|0.22|19|9.79|0.4|0.2
Aldan Shield|3200|46.2|0.98|9.56|13.3|0.27|19.7|8.96|0.69|0.27
Aldan Shield|3200|48|0.44|8.79|10.7|0.25|20|10.9|0.81|0.07
Aldan Shield|3200|49|0.42|8.21|9.89|0.23|20.5|11.4|0.34|0.01
Aldan Shield|3200|49.2|0.57|6.8|13.3|0.22|20.6|9.05|0.07|0.03
Aldan Shield|3200|49.2|0.57|6.51|13.5|0.23|20.6|9.1|0.1|0.04
Aldan Shield|3200|48.5|0.4|8.28|10.9|0.18|21.2|10.3|0.05|0.12
Aldan Shield|3200|47.4|0.56|7.37|13.4|0.32|21.9|8.16|0.69|0.07
Aldan Shield|3200|48.1|0.55|6.17|13.8|0.2|21.9|8.42|0.67|0.06
Aldan Shield|3200|49.2|0.44|6|12.6|0.29|24.6|7.32|0.26|0.05
Aldan Shield|3200|48.8|0.42|5.7|12.6|0.3|25.5|6.32|0.3|0.03
Aldan Shield|3200|49.1|0.4|5.57|12.8|0.3|26.3|5.46|0.2|0.04
Aldan Shield|3200|45.4|0.42|5.8|13.2|0.32|27|7.56|0.22|0.03
Aldan Shield|3200|44.6|0.4|5.63|13|0.3|28.1|7.4|0.5|0.02
Aldan Shield|3200|48.17|0.3|4.23|8.87|0.22|28.44|8.69|0.24|0.85
Aldan Shield|3200|46.91|0.36|4.24|11.24|0.25|29.42|7.11|0.37|0.1
Aldan Shield|3200|47.4|0.26|5.54|9.62|0.37|30.9|5.74|0.12|0.02
Barberton|3266|48.32|0.22|6.68|9.74|0.15|26.02|8.38|0.45|0.02
Barberton|3266|47.7|0.195|5.83|8.95703496503497|0.173|28.8|6.57|0.08|0.1
Barberton|3266|48|0.185|5.7|9.74841958041958|0.163|28.9|5.37|0.08|0.08
Barberton|3266|47.7|0.184|5.29|9.1279020979021|0.152|30.5|5.18|0.09|0.12
Barberton|3266|46.2|0.186|5.32|9.71244755244755|0.164|30.9|5.63|0.06|0.03
Barberton|3266|47.8|0.174|5.08|9.03797202797203|0.141|31.3|4.65|0.08|0.09
Barberton|3266|49.62|0.16|3.93|9.22|0.16|31.71|5.06|0.11|0.02
Barberton|3298|48.64|0.76|8.11|14.06|0.23|17.27|9.76|1.12|0.1
Barberton|3298|47.83|0.66|7.06|12.7|0.19|20.92|9.62|0.83|0.15
Barberton|3298|50.08|0.62|5.78|11.81|0.21|22.09|9.27|1|0.08
Barberton|3298|49.66|0.62|6.29|11.87|0.2|22.21|9.05|1|0.05
Barberton|3298|49.87|0.43|4.34|12.76|0.19|25.51|6.07|0.81|0.01
Barberton|3298|48.98|0.4|4.01|10.87|0.2|26.02|8.99|0.52|0.02
Barberton|3298|47.08|0.5|4.72|13.38|0.19|26.44|7.2|0.42|0.04
Barberton|3298|48.14|0.44|3.98|13.16|0.2|26.71|6.57|0.81|0.1
Barberton|3298|47.28|0.45|4.36|12|0.19|28.28|6.96|0.45|0.02
Barberton|3298|48.44|0.38|3.71|11.2|0.17|28.59|6.98|0.4|0.11
Bundelkhand craton|3300|48.85|0.17|5.52|9.22|0.15|30.42|4.81|0.05|0.13
Bundelkhand craton|3300|46.14|0.14|4.61|8.58|0.14|34.89|4.75|0.04|0.04
Nondweni gst S Africa|3320|50.07|0.7|7.65|12.89|0.21|17.05|10.78|0.61|0.05
Nondweni gst S Africa|3320|49.86|0.7|7.71|12.3|0.23|17.24|11.2|0.78|0.05
Nondweni gst S Africa|3320|52.66|0.68|6.51|10.95|0.24|17.43|11.78|0.52|0.11
Nondweni gst S Africa|3320|49.98|0.72|7.47|12.01|0.23|17.87|11.09|0.41|0.02
Nondweni gst S Africa|3320|50.34|0.62|7.37|11.93|0.24|17.88|10.9|0.51|0.06
Nondweni gst S Africa|3320|50.19|0.66|6.89|12.29|0.17|18.65|10.37|0.52|0.05
Nondweni gst S Africa|3320|49|0.63|7.41|11.8870769230769|0.21|19.03|9.89|0.09|0.05
Nondweni gst S Africa|3320|50.88|0.55|6.34|11.19|0.21|19.36|10.59|0.08|0.03
Nondweni gst S Africa|3320|50.27|0.57|6.86|11.22|0.22|19.63|10.68|0.39|0.05
Nondweni gst S Africa|3320|50.53|0.65|6.41|11.74|0.24|20.04|10.12|0.01|0.03
Nondweni gst S Africa|3320|50.61|0.52|6.3|11.29|0.2|21.11|9.28|0.16|0.04
Nondweni gst S Africa|3320|50.06|0.58|6.63|12.530027972028|0.22|21.62|7.48|0.22|0.01
Dharwar craton|3352|50.6|0.27|6.34|8.75918881118881|0.19|22.91|5.86|0.46|0.06
Dharwar craton|3352|44.04|0.27|5.95|9.31675524475525|0.25|29.9|5.34|0.44|0.07
Dharwar craton|3352|43.15|0.27|4.53|8.78616783216783|0.16|34.14|4.4|0.17|0.03
Pilbara|3400|54.01|0.37|10.6|11.19|0.22|17.12|5.16|1.25|0.09
Pilbara|3400|54.32|0.19|8.91|10.1|0.2|19.33|5.6|1.27|0.08
Barberton|3450|52.6|0.56|6.26|14.7638041958042|0.18|17.14|6.14|0.8|0.62
Barberton|3450|46.44|0.53|7.82|11.72|0.19|17.43|10.45|0.68|0.01
Barberton|3450|51.69|0.48|3.02|10.1535664335664|0.24|17.51|13.81|0.12|0.1
Barberton|3450|47.69|0.49|6.37|10.0578041958042|0.16|19.51|11.12|0.54|0.1
Barberton|3450|48.72|0.36|3.3|11.23|0.18|23.36|10.62|0.28|0.08
Barberton|3450|48.02|0.43|4.14|12.16|0.22|23.47|9.42|0.19|0.02
Barberton|3450|47.86|0.39|3.68|12.05|0.2|23.88|10|0.01|0.02
Barberton|3450|47.99|0.39|3.68|11.81|0.19|24.02|9.96|0.05|0.02
Barberton|3450|49.71|0.4|3.26|11.09|0.18|24.15|9.3|0.12|0.02
Barberton|3450|49.35|0.4|3.69|10.2|0.17|24.19|10|0.26|0.03
Barberton|3450|47.59|0.48|5.25|11.99|0.2|24.2|8.08|0.27|0.09
Barberton|3450|50.4|0.41|3.4|11.3|0.22|24.3|9.51|0.04|0.02
Barberton|3450|48.79|0.37|3.21|11.2|0.17|24.31|9.83|0.23|0.02
Barberton|3450|49.3|0.38|3.72|9.98|0.17|24.36|10.08|0.29|0.04
Barberton|3450|48.14|0.39|3.92|11.33|0.17|24.6|9.3|0.3|0.02
Barberton|3450|47.91|0.4|3.98|11.68|0.17|24.63|9.06|0.29|0.02
Barberton|3450|48.22|0.43|4.42|9.85793006993007|0.17|24.65|7.55|0.29|0.07
Barberton|3450|47.38|0.38|3.94|11.71|0.2|24.94|9.39|0.17|0.02
Barberton|3450|47.96|0.37|3.51|11.23|0.18|26.12|8.59|0.18|0.02
Barberton|3450|46.9|0.4|4.07|11.22|0.2|26.21|8.99|0.05|0.16
Barberton|3450|47.45|0.37|3.77|11.3|0.21|26.53|8.33|0.19|0.03
Barberton|3450|47.46|0.39|3.96|11.45|0.2|27.32|7.03|0.31|0.04
Barberton|3450|47.14|0.37|3.85|11.36|0.2|27.38|7.61|0.26|0.03
Barberton|3450|46.87|0.34|3.47|11.75|0.19|28.39|6.51|0.53|0.05
Barberton|3450|44.86|0.43|4.5|12.44|0.17|28.66|6.75|0.01|0.2
Barberton|3450|45.38|0.24|4.07|12.64|0.21|28.69|6.26|0.34|0.04
Barberton|3450|47|0.36|3.8|11.33|0.17|28.84|6.48|0.15|0.05
Barberton|3450|46.88|0.36|4.04|11.19|0.15|29.12|6.2|0.16|0.08
Barberton|3450|47.29|0.37|3.66|11.18|0.17|29.33|6.09|0.09|0.02
Barberton|3450|44.97|0.23|3.92|13.16|0.23|29.41|5.59|0.28|0.03
Barberton|3450|45.41|0.23|3.86|12.3|0.22|29.51|6|0.34|0.04
Barberton|3450|46.8|0.26|4.5|11|0.2|29.6|5.21|0.28|0.14
Barberton|3450|45.78|0.21|3.48|12.19|0.21|29.62|6.11|0.3|0.03
Barberton|3450|46.21|0.38|4.37|11.3|0.18|29.9|5.71|0.07|0.01
Barberton|3450|45.8|0.22|4|11.6|0.24|30.5|6.12|0.17|0.03
Barberton|3450|47.3|0.29|3.2|13.1|0.21|31|6.06|0.02|0.03
Barberton|3450|47.3|0.29|3.2|13.1|0.21|31|6.06|0.02|0.03
Barberton|3450|45.51|0.2|3.37|11.8|0.2|31.12|5.56|0.17|0.01
Barberton|3450|45.5|0.2|3.46|11.58|0.2|31.53|5.37|0.14|0.02
Barberton|3450|44.61|0.19|3.43|12.68|0.21|31.54|5.08|0.13|0.02
Barberton|3450|47.6|0.27|3.1|9.8|0.2|31.6|6.51|0.02|0.02
Barberton|3450|46.84|0.31|3.07|10.8|0.17|31.6|5.4|0.03|0.02
Barberton|3450|44.8|0.2|3.31|11.46|0.19|32.71|5.1|0.2|0.02
Barberton|3450|46.1|0.25|3.7|9.9|0.17|33.5|3.8|0.13|0.07
Barberton|3450|47.5|0.23|2.5|9.9|0.19|35.1|3.37|0.03|0.02
Barberton|3472|47.53|0.54|4.86|10.225|0.22|20.69|14.56|0|0.02
Barberton|3472|47.24|0.52|4.69|11.925|0.19|21.9|11.93|0|0.01
Barberton|3472|47.25|0.51|4.94|11.196|0.2|22.35|11.88|0|0.01
Barberton|3472|47.69|0.43|4.32|11.565|0.19|26.13|8.24|0.1|0.02
Barberton|3472|48.13|0.38|4.12|11.34|0.19|26.33|8.14|0.05|0.01
Barberton|3472|46.95|0.43|4.43|11.88|0.2|26.79|7.89|0.05|0.01
Barberton|3472|47.74|0.42|4.33|11.655|0.21|26.82|7.35|0.1|0.02
Barberton|3472|47.38|0.4|4.02|11.268|0.19|28.77|6.63|0.04|0.01
Barberton|3490|48.6|0.6|5.81|13.8492307692308|0.24|17.3|10|1.29|0.07
Barberton|3490|48|0.59|5.48|13.3995804195804|0.23|18|10.3|1.27|0.11
Barberton|3490|50.03|0.55|6.27|12.133|0.2|18.74|10.9|0.47|0.03
Barberton|3490|48.8|0.56|5.3|12.3204195804196|0.2|18.9|10.2|1.3|0.07
Barberton|3490|49.6|0.5|5.21|13.139|0.18|19.58|9.59|0.38|0.02
Barberton|3490|48.8|0.54|6.03|10.9714685314685|0.21|19.6|9.63|1.18|0.06
Barberton|3490|49.1|0.36|6.67|11.997|0.29|21.2|9.24|0.35|0.04
Barberton|3490|50.33|0.41|4.57|11.591986013986|0.2|21.38|10.13|0.04|0.02
Barberton|3490|47.63|0.51|5.44|12.069|0.16|22.78|9.65|0.45|0.06
Barberton|3490|48.14|0.44|5.01|12.173|0.23|23.28|9.61|0.29|0.02
Barberton|3490|47.43|0.47|4.96|12.615|0.34|23.57|9.54|0.22|0.02
Barberton|3490|47.47|0.43|4.47|12.3923636363636|0.22|23.7|9.4|0.48|0.02
Barberton|3490|47.51|0.44|4.35|12.3024335664336|0.21|24.02|9.75|0|0
Barberton|3490|49.51|0.39|4.05|10.69|0.18|24.09|10.07|0.25|0.03
Barberton|3490|47.81|0.42|4.61|12.3384055944056|0.23|24.21|8.97|0|0
Barberton|3490|48.56|0.45|4.78|10.882|0.23|24.78|7.88|0.85|0.11
Barberton|3490|47.95|0.43|4.64|11.67|0.22|24.96|9.09|0.16|0.02
Barberton|3490|47.95|0.42|4.64|11.565|0.24|25.29|7.4|0.84|0.09
Barberton|3490|48.42|0.37|4.17|11.307|0.2|25.5|9.03|0.17|0.01
Barberton|3490|45.7|0.41|4.03|11.0613986013986|0.18|25.5|7.85|0.47|0.07
Barberton|3490|48.41|0.39|4.33|11.307|0.22|25.62|8.71|0.22|0.02
Barberton|3490|47.98|0.4|4.32|11.74|0.19|25.65|8.72|0.21|0.03
Barberton|3490|47.34|0.27|4.92|12.46|0.21|25.68|7.39|0.63|0.1
Barberton|3490|47.1|0.39|3.85|9.62251748251748|0.18|26|8.15|0.51|0.07
Barberton|3490|48.21|0.39|4.18|11.72|0.2|26.08|8.25|0.13|0.01
Barberton|3490|46.4|0.496|4.05|12.1405594405594|0.2|26.1|8.24|0.48|0.01
Barberton|3490|46.4|0.496|4.05|12.1405594405594|0.2|26.1|8.24|0.48|0.01
Barberton|3490|45.9|0.38|4.45|10.5218181818182|0.18|26.2|7.73|0.49|0.07
Barberton|3490|48.41|0.41|4.4|10.81|0.19|26.26|7.32|0.71|0.04
Barberton|3490|47.02|0.4|4.29|12.2304895104895|0.19|26.3|8.16|0|0
Barberton|3490|47|0.485|4.4|10.7016783216783|0.21|26.4|8.52|0.5|0.02
Barberton|3490|45.6|0.37|4.24|11.0613986013986|0.18|26.4|7.12|0.48|0.07
Barberton|3490|45.5|0.32|4.09|11.0613986013986|0.17|26.4|7.08|0.47|0.08
Barberton|3490|46.71|0.42|4.45|12.329|0.2|26.69|7.35|0.28|0.01
Barberton|3490|46.3|0.444|4.18|12.1405594405594|0.2|26.8|7.48|0.49|0.02
Barberton|3490|47.74|0.4|4.01|12.123|0.19|26.88|7.71|0.17|0.01
Barberton|3490|47.14|0.42|4.46|11.966|0.21|26.91|7.87|0.16|0.01
Barberton|3490|47.37|0.41|4.5|11.66|0.2|26.97|7.9|0.2|0.02
Barberton|3490|47.8|0.38|3.95|11.1873006993007|0.19|27.1|8.11|0|0
Barberton|3490|45.8|0.447|4.1|12.2304895104895|0.19|27.1|7.59|0.47|0.02
Barberton|3490|46.2|0.424|4.07|11.9606993006993|0.21|27.2|7.51|0.51|0.02
Barberton|3490|46.2|0.424|4.07|11.9606993006993|0.21|27.2|7.51|0.51|0.02
Barberton|3490|46.1|0.439|4.14|12.1405594405594|0.21|27.2|7.38|0.42|0.02
Barberton|3490|47.48|0.38|4.24|12.133|0.18|27.28|7.33|0.2|0.02
Barberton|3490|47.22|0.38|4.1|12.042|0.21|27.37|6.44|0.69|0.07
Barberton|3490|47.91|0.37|4.14|11.445|0.18|27.51|7.49|0.17|0.02
Barberton|3490|47.77|0.38|4.26|11.514|0.19|27.62|7.29|0.19|0.02
Barberton|3490|47.25|0.41|4.3|11.745|0.23|27.74|6.65|0.76|0.07
Barberton|3490|47.65|0.37|4.12|11.701|0.18|27.86|7.1|0.22|0.02
Barberton|3490|47.72|0.38|4.25|11.111|0.19|28.14|7.21|0.2|0.02
Barberton|3490|47.29|0.38|4.3|11.897|0.18|28.25|6.72|0.17|0.02
Barberton|3490|46.55|0.38|4.12|11.9067412587413|0.19|28.38|7.1|0|0
Barberton|3490|47.23|0.37|3.79|11.079|0.19|28.67|6.45|0.15|0.01
Barberton|3490|47.33|0.34|3.68|10.9714685314685|0.19|28.69|7.1|0.43|0.02
Barberton|3490|47.06|0.36|3.96|11.72|0.19|28.71|7.01|0.12|0.02
Barberton|3490|47.26|0.35|3.83|11.4840699300699|0.2|28.77|6.78|0|0
Barberton|3490|48|0.34|3.72|10.934|0.19|29|6.93|0.12|0.01
Barberton|3490|47.38|0.38|4|11.25|0.17|29.42|6.46|0.15|0.01
Barberton|3490|47.1|0.24|4.04|11.511048951049|0.22|29.56|5.44|0.46|0.09
Barberton|3490|47.1|0.24|4.04|11.52|0.22|29.56|5.44|0.46|0.09
Barberton|3490|46.9|0.41|3.79|10.0721678321678|0.22|29.6|6.91|0.32|0.01
Barberton|3490|48.46|0.3|4.14|9.891|0.18|29.95|6.27|0.09|0.01
Barberton|3490|47.22|0.34|3.53|11.1333426573427|0.18|29.99|6.21|0.11|0.02
Barberton|3490|46.86|0.25|4.51|11.17|0.18|30.27|5.17|0.39|0.26
Barberton|3490|46.2|0.35|3.57|12.2|0.2|30.6|5.54|0.2|0.01
Barberton|3490|47.52|0.34|3.75|10.91|0.17|30.64|5.74|0.07|0.01
Barberton|3490|47.69|0.33|3.68|10.875|0.2|30.72|5.64|0.09|0.01
Barberton|3490|47.38|0.35|3.8|10.363|0.19|30.78|6.26|0.08|0.03
Barberton|3490|46.64|0.35|3.77|11.22|0.2|30.79|6.01|0.19|0.02
Barberton|3490|47.38|0.35|3.81|10.235|0.19|30.87|6.24|0.1|0.03
Barberton|3490|47.06|0.32|3.49|11.219|0.19|31.09|5.79|0.08|0.01
Barberton|3490|47.56|0.3|3.67|10.57|0.21|31.32|5.47|0.09|0.01
Barberton|3490|46.77|0.33|3.42|11.07|0.19|31.51|5.67|0.15|0.08
Barberton|3490|46.74|0.3|3.29|10.837|0.18|31.68|6.06|0.07|0.01
Barberton|3490|46.85|0.21|4.46|10.32|0.17|32.1|4.65|0.18|0.04
Barberton|3490|45.23|0.2|3.66|10.971|0.22|32.16|5.28|0.44|0.17
Barberton|3490|46.84|0.3|3.12|11.494|0.19|32.34|4.87|0.05|0.01
Barberton|3490|44.76|0.47|3.8|12.14|0.19|32.45|4.85|0.05|0.07
Barberton|3490|43.44|0.29|3.09|13.57|0.21|32.76|2.8|0.06|0.04
Barberton|3490|46.53|0.28|3.11|11.17|0.17|32.91|4.77|0.07|0.01
Barberton|3490|44.86|0.28|3.12|13.61|0.18|33.01|3.76|0.01|0.01
Barberton|3490|46.97|0.29|3.32|10.393|0.21|33.29|4.69|0.06|0.01
Barberton|3490|46.75|0.27|3.02|10.442|0.2|33.86|4.62|0.04|0.01
Barberton|3490|46.4|0.26|2.8|10.4139020979021|0.17|34.32|4.12|0.31|0.02
Barberton|3490|44.83|0.32|3.62|12.07|0.19|34.92|3.68|0.03|0.04
Barberton|3490|44.23|0.33|3.82|11.14|0.17|34.94|4.19|0.05|0.04
Barberton|3490|46.55|0.26|2.86|10.757|0.21|34.95|3.58|0.04|0.01
Pilbara|3515|49.38|0.27|6.48|8.77717482517483|0.17|22.89|7.82|0.047|0.02
Barberton|3530|44.28|0.31|3.31|13.516|0.18|31.34|3.3|0.09|0.05
Barberton|3530|45.2|0.32|3.38|13.8|0.18|31.99|3.37|0.09|0.05
Nuvvuagittuq Greenstone belt|3825|49.44|0.65|5.51|11.8|0.29|17.79|11.34|0.48|0.13
Nuvvuagittuq Greenstone belt|3825|46.77|0.64|6.15|14.58|0.26|18.14|10.69|0.25|0.06
Nuvvuagittuq Greenstone belt|3825|46.1|0.61|5.8|13.57|0.18|20.79|9.4|0.24|0.06
Nuvvuagittuq Greenstone belt|3825|46.51|0.39|11.28|10.51|0.17|20.89|6.56|0.66|0.12
Nuvvuagittuq Greenstone belt|3825|44.69|0.46|11.73|9.99|0.12|22.27|5.49|0.3|0.12
Nuvvuagittuq Greenstone belt|3825|47.3|0.29|3.2|13.1|0.21|31|6.06|0.02|0.03
